epoch,acc,loss,val_acc,val_loss
0,0.3672340425531915,1.7458243850951498,0.24404762241811978,3.8068407603672574
1,0.4919148935662939,1.4549550767655068,0.37414965885026114,2.852400240444002
2,0.5821276594730134,1.2355976387794982,0.40476190192358835,2.5174172038123723
3,0.6393617020769322,1.0572261380134744,0.4804421748433794,1.829261064529419
4,0.6746808509116478,0.9690035528832294,0.4583333333333333,1.996231115999676
5,0.6972340426546462,0.8978063927305505,0.4464285692998341,2.587563843954177
6,0.7225531913371797,0.8246937690389917,0.5790816332612719,1.7102776013669514
7,0.7619148935155665,0.7242447863741124,0.6743197256610507,1.1810279829161507
8,0.7814893617021277,0.6596370215618864,0.5314625870613825,2.096852174827031
9,0.7819148935155665,0.657937591887535,0.44047618834745317,2.694112386022295
10,0.798510638247145,0.6079066014289856,0.6045918372415361,1.721518188714981
11,0.8031914894124295,0.5891643004721784,0.548469385220891,2.595318308898381
12,0.8085106382978723,0.5710047936946788,0.5476190440711521,1.811380799327578
13,0.816595744528669,0.5483071563852594,0.4795918344032197,2.3714299542563304
14,0.8248936170212766,0.5281801705664777,0.5059523802428019,2.9335793256759644
15,0.8223404255826422,0.530498126111132,0.7440476190476191,0.842703294186365
16,0.82382978728477,0.5212583548971947,0.5552721073230108,1.923373276279086
17,0.8321276596759228,0.49103583594585987,0.5323129246632258,2.364719325587863
18,0.8344680852585651,0.47826428271354515,0.7857142871334439,0.6339212102549416
19,0.8355319149443444,0.470808379016024,0.7431972793170384,0.8954840933992749
20,0.8442553192503909,0.45299225700662493,0.270408166661149,5.317644232795352
21,0.843404255471331,0.4543038022771795,0.5858843539442334,1.8690875882194156
22,0.8453191489868975,0.45518905923721636,0.6964285671710968,1.1299715169838496
23,0.8555319147921623,0.43143421249186736,0.6539115621930077,1.2121621427081881
24,0.8434042552176942,0.4535887576164083,0.7619047633239201,0.8557444963426817
25,0.855531914741435,0.4107505009783075,0.5977891130106789,1.7743239409866787
26,0.8561702129181396,0.42898244309932626,0.7525510191917419,0.8467925637960434
27,0.8610638297365066,0.4156474909630228,0.8069727889129094,0.5634116941974276
28,0.8570212765957447,0.41084084576748786,0.607142856433278,2.5074191944939748
29,0.8561702128166848,0.41316267404150453,0.6556122444924855,1.3787058896961666
30,0.8602127659067195,0.40598161819133355,0.7797619104385376,0.7213728697527022
31,0.875106382927996,0.38732043022805074,0.6454081606297266,1.3374513926960172
32,0.8702127659574468,0.3855128027023153,0.8248299388658433,0.5442967613538107
33,0.8782978723911529,0.36791692322873054,0.7602040796052842,0.8776087455806278
34,0.8793617022798417,0.35564181360792607,0.82653061406953,0.5739298711220423
35,0.867872340577714,0.37322300497521743,0.7559523837906974,0.8608599298057102
36,0.8685106383485997,0.3864044367506149,0.7057823084649586,1.331076674518131
37,0.8740425530393073,0.3726831235276892,0.708333337590808,1.0605599610578447
38,0.8706382979230678,0.37404859892865444,0.7950680270081475,0.6867685254131045
39,0.8825531913371796,0.3343338369181816,0.750850342568897,1.0083634228933425
40,0.8834042553698763,0.3435182916864436,0.7950680270081475,0.6846120903889338
41,0.8757446809017911,0.352092953869637,0.8256802743389493,0.5347337197689783
42,0.8785106383485997,0.3546791236958605,0.8299319744110107,0.6187213797654424
43,0.8780851064844334,0.34348246070932836,0.6811224513110661,1.4435961203915733
44,0.8821276595237407,0.3315357965104123,0.7865646254448664,0.7535880676337651
45,0.8876595745695398,0.33229984696875225,0.7321428571428571,0.895031084616979
46,0.8887234042045918,0.3234854080321941,0.8154761918953487,0.6662390437864122
47,0.8897872340932805,0.31520482073438927,0.5901360533067158,1.8653465935162135
48,0.889999999847818,0.32789794781106585,0.8137755124341874,0.6069842353463173
49,0.892978723353528,0.3067975559894075,0.6139455785353979,1.8627226381074815
50,0.8840425532929441,0.34420608687908094,0.7661564633959815,0.808584084113439
51,0.894042553140762,0.31425113655151204,0.8767006822994777,0.39683942266163375
52,0.8902127661096289,0.31109948969901874,0.650510202561106,1.513235064489501
53,0.892553191540089,0.320562928585296,0.8001700710682642,0.7070384486800149
54,0.8887234042045918,0.3165688575075028,0.6913265259492964,1.339189901238396
55,0.8919148935662939,0.30845899564154605,0.7840136062531244,0.6886425043145815
56,0.894893617072004,0.3060367765578818,0.8613945614723932,0.5029368705692745
57,0.9000000000507273,0.2939816119315776,0.8095238166196006,0.7264092387188048
58,0.8955319148428896,0.30690593152604206,0.850340139298212,0.44644184694403694
59,0.9008510636776051,0.2943310107068813,0.6743197256610507,1.7531257711705708
60,0.8991489360180307,0.2871208311522261,0.7899659886246636,0.7554736105459077
61,0.9019148936170213,0.2772917619664618,0.8129251698652903,0.6523303950116748
62,0.9014893615499456,0.2929151690259893,0.8715986410776774,0.38700772928340094
63,0.9000000000507273,0.28276373021146084,0.8375850376628694,0.4960847252181598
64,0.906595744528669,0.2819182147371008,0.7653061194079263,0.7572872567744482
65,0.9014893615499456,0.28732074283538983,0.7482993219579969,0.9477452252592359
66,0.9061702127152301,0.28306895770925156,0.8188775508176713,0.5610340634981791
67,0.9108510639312419,0.2703091604912535,0.8035714285714286,0.6778195475538572
68,0.9048936169705493,0.27635560380651597,0.7610544250124976,0.9922478113855634
69,0.9114893616514003,0.2640769477473929,0.7321428571428571,1.1491792918670745
70,0.9112765957446809,0.2704416898336816,0.8010204079605284,0.6976031689416795
71,0.9087234043060465,0.27599269516924596,0.8520408187593732,0.4549719361322267
72,0.9127659574975359,0.25543000819835254,0.7704081606297266,0.981946162169888
73,0.9029787234549826,0.276490588771536,0.7117346950939724,1.2366062384985743
74,0.9117021275073924,0.25911660117037755,0.7227891144298372,1.1444616601580666
75,0.9272340426546462,0.21660859993163575,0.9149659815288725,0.23318439411620298
76,0.9353191487839881,0.19383496572362616,0.9285714214756375,0.20355651509903727
77,0.9402127659067194,0.1874640685827174,0.9251700639724731,0.21449474263049306
78,0.938723404103137,0.18114231703129222,0.92346938593047,0.2119065628697475
79,0.9470212766971994,0.17419795109870587,0.9345238081046513,0.20153362020140603
80,0.9453191487839882,0.17231253663276105,0.926020405122212,0.1992155380901836
81,0.941063829787234,0.17177763615516906,0.9251700625533149,0.20199703531605856
82,0.9448936170212766,0.17122233096589434,0.9217687064693088,0.21710743329354695
83,0.944468085106383,0.17429523559960913,0.9200680255889893,0.22159649857452937
84,0.9417021277610291,0.1739748197920779,0.9226190447807312,0.19889800702886923
85,0.944468085106383,0.1580776686681078,0.9098639417262304,0.24564195654931523
86,0.9412765958461355,0.16993740367128493,0.9141156460557666,0.2292851091672977
87,0.9451063829787234,0.16645888948694187,0.9353741492543902,0.18198354559994878
88,0.9419148934648393,0.17075442205084132,0.9336734655357543,0.19218119579766477
89,0.9482978722896982,0.1633747980442453,0.9166666595708757,0.22859040390522706
90,0.9478723403748046,0.16345072497712804,0.9268707420144763,0.20924527960873784
91,0.9495744680851064,0.15419372236475032,0.9251700668107896,0.20254007531773477
92,0.9487234042045918,0.15892465443053144,0.9302721051942735,0.2137190050312451
93,0.9465957447823058,0.1690411909844013,0.9192176801817757,0.2199397302631821
94,0.9542553191489361,0.1475322810893363,0.9192176872775668,0.22616751518632686
95,0.9508510637790599,0.15235387296118635,0.9387755067575545,0.17757225373671168
96,0.9446808511652846,0.15949781066559732,0.9234693873496282,0.21526609476478326
97,0.9478723405269867,0.1596134413683668,0.9302721037751153,0.1996017357423192
98,0.9461702126137754,0.1607211453229823,0.9217687050501505,0.20158438783671176
99,0.9478723405269867,0.16010227855849773,0.9311224463440123,0.19321033571447646
100,0.9489361700605838,0.15486303310445015,0.9268707462719509,0.2028103093838408
101,0.9493617019754775,0.14870285588376064,0.9387755053383964,0.16603072670598826
102,0.9521276596759228,0.14583271303075426,0.9362244861466544,0.18195177286508538
103,0.9482978723404255,0.15443891746566651,0.9268707448527926,0.19659489827851453
104,0.9546808509116477,0.14365569434267408,0.9175170078164055,0.23039378385458673
105,0.9542553191489361,0.1415911462268931,0.9277210888408479,0.20757826883345842
106,0.9521276595744681,0.1465918595232862,0.916666662409192,0.22612393008811132
107,0.9487234042045918,0.15930984489461208,0.9345238052663349,0.17211299744390307
108,0.947446808612093,0.15005573513660025,0.9183673418703533,0.24690181079010168
109,0.9523404256333696,0.1462420472312481,0.9413265316259294,0.17079134249971026
110,0.9531914894631568,0.14670198311196997,0.9438775522368295,0.17256581499463036
111,0.9444680849542009,0.15178729111843922,0.9200680199123564,0.23959853535606748
112,0.9506382979737952,0.14496501365874676,0.9345238052663349,0.17333312651940755
113,0.9542553190982088,0.13934463796463417,0.9234693845113119,0.20260163720342375
114,0.9548936168690946,0.13386151550932132,0.9319727874937511,0.17941870052544845
